14800,7,6,37
14850,9,3,38
14900,11,2,37
14950,7,4,39
15000,4,1,45
15050,5,4,41
15100,6,0,44
15150,3,0,47
15200,4,3,43
15250,8,2,40
15300,11,1,38
15350,9,3,38
15400,7,1,42
15450,5,3,42
15500,8,3,39
15550,9,2,39
15600,8,1,41
15650,3,0,47
15700,8,2,40
15750,10,2,38
15800,5,4,41
15850,7,1,42
15900,5,3,42
15950,11,5,34
16000,7,5,38
16050,7,2,41
16100,6,3,41
16150,4,3,43
16200,2,3,45
16250,11,2,37
16300,7,1,42
16350,11,3,36
16400,8,1,41
16450,7,2,41
16500,8,4,38
16550,5,0,45
16600,10,1,39
16650,6,4,40
16700,8,2,40
16750,5,4,41
16800,5,1,44
16850,6,2,42
16900,9,0,41
16950,8,2,40
17000,7,2,41
17050,10,0,40
17100,4,1,45
17150,11,2,37
17200,5,1,44
17250,6,6,38
17300,8,3,39
17350,12,0,38
17400,7,1,42
17450,8,2,40
17500,4,3,43
17550,2,3,45
17600,9,2,39
17650,7,3,40
17700,6,1,43
17750,5,3,42
17800,12,2,36
17850,9,1,40
17900,9,2,39
17950,11,2,37
18000,13,5,32
18050,9,2,39
18100,8,2,40
18150,7,3,40
18200,11,2,37
18250,11,1,38
18300,11,0,39
18350,11,1,38
18400,6,2,42
18450,5,2,43
18500,7,3,40
18550,8,3,39
18600,7,2,41
18650,4,1,45
18700,10,3,37
18750,5,2,43
18800,7,3,40
18850,12,2,36
18900,6,4,40
18950,10,2,38
19000,4,2,44
19050,8,1,41
19100,8,5,37
19150,11,4,35
19200,5,2,43
19250,10,1,39
19300,11,2,37
19350,5,3,42
19400,5,0,45
19450,9,3,38
19500,8,0,42
19550,6,3,41
19600,7,2,41
19650,1,2,47
19700,6,1,43
19750,7,3,40
19800,12,2,36
19850,12,1,37
19900,10,3,37
19950,3,2,45
20000,12,4,34
20050,7,0,43
20100,5,2,43
20150,9,2,39
20200,10,5,35
20250,10,2,38
20300,13,2,35
20350,5,2,43
20400,7,3,40
20450,7,2,41
20500,7,1,42
20550,6,1,43
20600,12,2,36
20650,8,1,41
20700,7,2,41
20750,8,2,40
20800,7,1,42
20850,8,1,41
20900,5,4,41
20950,3,1,46
21000,10,1,39
21050,9,0,41
21100,6,5,39
21150,8,3,39
21200,7,2,41
21250,4,1,45
21300,6,1,43
21350,6,2,42
21400,7,2,41
21450,8,2,40
21500,9,2,39
21550,3,0,47
21600,8,1,41
21650,3,2,45
21700,6,1,43
21750,5,0,45
21800,8,4,38
21850,8,3,39
21900,11,2,37
21950,10,2,38
22000,4,2,44
22050,12,2,36
22100,6,1,43
22150,8,2,40
22200,7,3,40
22250,7,0,43
22300,8,2,40
22350,6,2,42
22400,8,1,41
22450,13,2,35
22500,6,3,41
22550,4,0,46
22600,5,2,43
22650,4,4,42
22700,10,4,36
22750,9,4,37
22800,7,3,40
22850,7,2,41
22900,4,1,45
22950,6,4,40
23000,6,1,43
23050,11,1,38
23100,8,1,41
23150,6,2,42
23200,9,3,38
23250,8,2,40
23300,7,0,43
23350,11,1,38
23400,10,2,38
23450,8,4,38
23500,6,3,41
23550,7,2,41
23600,4,0,46
23650,8,0,42
23700,2,3,45
23750,3,1,46
23800,6,2,42
23850,5,4,41
23900,8,3,39
23950,6,0,44
24000,7,1,42
24050,11,2,37
24100,6,1,43
24150,6,2,42
24200,9,0,41
24250,6,0,44
24300,10,3,37
24350,6,0,44
24400,7,0,43
24450,11,1,38
24500,5,2,43
24550,8,4,38
24600,6,1,43
24650,8,1,41
24700,12,4,34
24750,8,1,41
24800,14,1,35
24850,5,3,42
24900,5,1,44
24950,6,1,43
25000,6,2,42
25050,5,1,44
25100,9,1,40
25150,10,3,37
25200,4,2,44
25250,6,0,44
25300,9,2,39
25350,3,1,46
25400,8,1,41
25450,7,1,42
25500,6,1,43
25550,9,0,41
25600,9,1,40
25650,7,1,42
25700,4,3,43
25750,6,3,41
25800,9,1,40
25850,5,0,45
25900,6,2,42
25950,10,0,40
26000,7,1,42
26050,7,1,42
26100,6,3,41
26150,4,1,45
26200,10,1,39
26250,9,2,39
26300,7,0,43
26350,11,2,37
26400,5,1,44
26450,8,2,40
26500,5,2,43
26550,8,2,40
26600,8,1,41
26650,10,1,39
26700,10,2,38
26750,10,1,39
26800,5,0,45
26850,11,0,39
26900,7,4,39
26950,6,3,41
27000,5,1,44
27050,5,1,44
27100,4,2,44
27150,12,0,38
27200,12,2,36
27250,5,0,45
27300,8,1,41
27350,8,1,41
27400,2,1,47
27450,6,1,43
27500,8,1,41
27550,7,3,40
27600,6,2,42
27650,8,1,41
27700,4,0,46
27750,8,2,40
27800,9,0,41
27850,7,3,40
27900,6,1,43
27950,6,0,44
28000,5,3,42
28050,8,1,41
28100,8,1,41
28150,3,0,47
28200,5,1,44
28250,3,2,45
28300,11,1,38
28350,4,0,46
28400,4,1,45
28450,9,2,39
28500,2,3,45
28550,7,1,42
28600,6,1,43
28650,5,4,41
28700,6,2,42
28750,6,2,42
28800,9,0,41
28850,9,1,40
28900,9,1,40
28950,7,0,43
29000,11,2,37
29050,8,1,41
29100,8,1,41
29150,5,1,44
29200,5,0,45
29250,10,5,35
29300,3,2,45
29350,9,1,40
29400,10,1,39
29450,9,1,40
29500,9,1,40
29550,6,0,44
29600,9,1,40
29650,4,1,45
29700,6,0,44
29750,10,0,40
29800,6,1,43
29850,5,2,43
29900,6,3,41
29950,6,0,44
30000,7,1,42
30050,7,1,42
30100,8,3,39
30150,6,2,42
30200,11,0,39
30250,4,1,45
30300,11,2,37
30350,3,4,43
30400,5,1,44
30450,8,3,39
30500,8,0,42
30550,11,2,37
30600,8,2,40
30650,10,1,39
30700,9,2,39
30750,2,0,48
30800,6,1,43
30850,4,1,45
30900,5,2,43
30950,5,0,45
31000,8,0,42
31050,9,0,41
31100,5,4,41
31150,8,1,41
31200,6,2,42
31250,7,0,43
31300,5,1,44
31350,8,1,41
31400,5,1,44
31450,12,1,37
31500,7,3,40
31550,6,1,43
31600,5,0,45
31650,15,1,34
31700,7,4,39
31750,9,2,39
31800,13,3,34
31850,8,0,42
31900,4,1,45
31950,5,1,44
32000,6,0,44
32050,9,3,38
32100,7,2,41
32150,4,0,46
32200,8,1,41
32250,7,2,41
32300,6,1,43
32350,9,1,40
32400,10,0,40
32450,14,1,35
32500,4,5,41
32550,11,0,39
32600,8,1,41
32650,13,0,37
32700,9,1,40
32750,6,1,43
32800,10,0,40
32850,8,1,41
32900,7,3,40
32950,9,1,40
33000,9,2,39
33050,3,2,45
33100,5,0,45
33150,6,1,43
33200,6,0,44
33250,12,2,36
33300,6,2,42
33350,6,2,42
33400,6,1,43
33450,3,2,45
33500,3,1,46
33550,6,3,41
33600,7,1,42
33650,3,2,45
33700,5,1,44
33750,5,0,45
33800,11,1,38
33850,8,0,42
33900,4,2,44
33950,8,1,41
34000,3,4,43
34050,10,0,40
34100,1,3,46
34150,5,2,43
34200,7,0,43
34250,7,2,41
34300,4,1,45
34350,7,1,42
34400,3,2,45
34450,10,2,38
34500,10,0,40
34550,5,1,44
34600,4,0,46
34650,13,0,37
34700,7,0,43
34750,4,2,44
34800,6,2,42
34850,10,1,39
34900,7,3,40
34950,9,2,39
35000,9,0,41
35050,7,2,41
35100,6,3,41
35150,6,1,43
35200,5,0,45
35250,9,0,41
35300,13,2,35
35350,7,1,42
35400,9,1,40
35450,4,3,43
35500,10,1,39
35550,9,2,39
35600,8,1,41
35650,7,1,42
35700,8,1,41
35750,9,1,40
35800,12,0,38
35850,13,1,36
35900,9,3,38
35950,9,0,41
36000,6,2,42
36050,4,1,45
36100,10,3,37
36150,3,2,45
36200,8,1,41
36250,8,0,42
36300,3,0,47
36350,7,0,43
36400,11,1,38
36450,7,1,42
36500,9,0,41
36550,7,1,42
36600,11,3,36
36650,4,0,46
36700,12,1,37
36750,4,0,46
36800,9,3,38
36850,8,2,40
36900,9,0,41
36950,12,1,37
37000,7,1,42
37050,10,2,38
37100,5,2,43
37150,9,2,39
37200,6,0,44
37250,7,0,43
37300,10,2,38
37350,6,1,43
37400,6,2,42
37450,8,2,40
37500,8,2,40
37550,8,3,39
37600,9,1,40
37650,10,2,38
37700,13,0,37
37750,11,0,39
37800,6,1,43
37850,8,2,40
37900,10,1,39
37950,3,0,47
38000,8,2,40
38050,8,4,38
38100,8,0,42
38150,13,2,35
38200,7,0,43
38250,8,0,42
38300,11,0,39
38350,7,0,43
38400,7,0,43
38450,9,0,41
38500,8,0,42
38550,7,0,43
38600,9,1,40
38650,8,0,42
38700,6,0,44
38750,6,2,42
38800,8,1,41
38850,4,1,45
38900,4,1,45
38950,8,2,40
39000,8,0,42
39050,11,0,39
39100,5,0,45
39150,9,0,41
39200,7,0,43
39250,9,0,41
39300,8,0,42
39350,9,1,40
39400,11,2,37
39450,7,0,43
39500,4,1,45
39550,10,0,40
39600,5,1,44
39650,5,1,44
39700,4,2,44
39750,4,0,46
39800,7,3,40
39850,12,1,37
39900,8,0,42
39950,11,2,37
40000,6,4,40
40050,9,0,41
40100,8,1,41
40150,10,2,38
40200,10,1,39
40250,13,0,37
40300,11,0,39
40350,8,1,41
40400,5,1,44
40450,12,1,37
40500,8,1,41
40550,5,1,44
40600,9,0,41
40650,5,1,44
40700,11,3,36
40750,6,1,43
40800,7,2,41
40850,6,0,44
40900,4,1,45
40950,5,1,44
41000,7,1,42
41050,8,0,42
41100,8,0,42
41150,5,1,44
41200,4,1,45
41250,5,2,43
41300,9,3,38
41350,9,3,38
41400,8,4,38
41450,9,0,41
41500,4,0,46
41550,6,2,42
41600,12,2,36
41650,9,1,40
41700,8,0,42
41750,4,0,46
41800,7,0,43
41850,8,1,41
41900,9,2,39
41950,6,0,44
42000,5,2,43
42050,6,3,41
42100,8,1,41
42150,8,0,42
42200,7,2,41
42250,6,1,43
42300,8,1,41
42350,8,2,40
42400,7,0,43
42450,8,0,42
42500,6,1,43
42550,9,2,39
42600,5,0,45
42650,9,0,41
42700,10,0,40
42750,4,2,44
42800,7,1,42
42850,5,0,45
42900,12,1,37
42950,8,1,41
43000,10,1,39
43050,6,1,43
43100,4,1,45
43150,14,2,34
43200,7,1,42
43250,6,1,43
43300,10,1,39
43350,8,2,40
43400,9,0,41
43450,8,1,41
43500,4,1,45
43550,11,0,39
43600,7,2,41
43650,9,0,41
43700,5,1,44
43750,5,1,44
43800,10,0,40
43850,9,3,38
43900,4,0,46
43950,8,0,42
44000,12,0,38
44050,11,1,38
44100,8,0,42
44150,3,1,46
44200,9,1,40
44250,3,2,45
44300,7,0,43
44350,5,4,41
44400,9,0,41
44450,8,1,41
44500,6,3,41
44550,8,0,42
44600,5,1,44
44650,6,1,43
44700,14,0,36
44750,9,0,41
44800,10,0,40
44850,9,0,41
44900,9,2,39
44950,10,2,38
45000,14,1,35
45050,5,0,45
45100,10,0,40
45150,5,1,44
45200,6,1,43
45250,7,0,43
45300,10,1,39
45350,9,1,40
45400,8,1,41
45450,7,0,43
45500,9,1,40
45550,10,1,39
45600,13,0,37
45650,8,0,42
45700,7,2,41
45750,6,0,44
45800,9,0,41
45850,7,0,43
45900,6,2,42
45950,7,1,42
46000,6,3,41
46050,8,2,40
46100,11,0,39
46150,7,0,43
46200,6,0,44
46250,10,0,40
46300,9,0,41
46350,8,3,39
46400,9,0,41
46450,5,0,45
46500,9,2,39
46550,6,1,43
46600,8,1,41
46650,5,1,44
46700,5,0,45
46750,11,2,37
46800,9,1,40
46850,9,0,41
46900,5,0,45
46950,16,1,33
47000,6,3,41
47050,5,1,44
47100,9,0,41
47150,8,1,41
47200,7,0,43
47250,6,2,42
47300,10,0,40
47350,5,1,44
47400,7,2,41
47450,11,1,38
47500,8,0,42
47550,12,1,37
47600,11,0,39
47650,7,0,43
47700,8,0,42
47750,11,0,39
47800,9,1,40
47850,5,1,44
47900,4,1,45
47950,8,1,41
48000,7,1,42
48050,11,1,38
48100,7,0,43
48150,9,0,41
48200,11,2,37
48250,7,0,43
48300,4,1,45
48350,5,1,44
48400,6,2,42
48450,6,2,42
48500,9,1,40
48550,5,1,44
48600,10,1,39
48650,6,0,44
48700,5,0,45
48750,7,2,41
48800,6,2,42
48850,7,2,41
48900,10,1,39
48950,6,2,42
49000,6,0,44
49050,8,1,41
49100,6,0,44
49150,3,2,45
49200,6,0,44
49250,9,1,40
49300,8,0,42
49350,8,4,38
49400,7,3,40
49450,5,2,43
49500,8,0,42
49550,9,0,41
49600,4,1,45
49650,5,0,45
49700,11,0,39
49750,12,1,37
49800,8,1,41
49850,3,1,46
49900,5,1,44
49950,4,1,45
